beneficiary_id,district,programme_code,cause,cohort_band,is_synthetic,batch_id
BEN-014060,Kutupalong,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002424,Kutupalong,AID-2026-ED-512,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014755,Kutupalong,AID-2026-DR-114,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015553,Kutupalong,AID-2026-DR-114,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000418,Kutupalong,AID-2026-HL-330,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-008949,Kutupalong,AID-2026-SH-455,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015096,Kutupalong,AID-2026-DR-114,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-020495,Kutupalong,AID-2026-WS-618,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006752,Kutupalong,AID-2026-HL-330,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007813,Deir al-Balah,AID-2026-FS-207,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025429,Deir al-Balah,AID-2026-FS-207,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006526,Deir al-Balah,AID-2026-WS-618,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011355,Deir al-Balah,AID-2026-SH-455,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010693,Deir al-Balah,AID-2026-FS-207,environment,group,TRUE,SYNTH_ADVERSARY_V1
BEN-010460,Deir al-Balah,AID-2026-DR-114,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017549,Deir al-Balah,AID-2026-ED-512,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-013680,Deir al-Balah,AID-2026-SH-455,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-012042,Chitrakoot,AID-2026-HL-330,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-012505,Chitrakoot,AID-2026-SH-455,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002071,Chitrakoot,AID-2026-SH-455,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-020273,Chitrakoot,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005678,Chitrakoot,AID-2026-FS-207,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015170,Chitrakoot,AID-2026-ED-512,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-002540,Chitrakoot,AID-2026-HL-330,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009610,Chitrakoot,AID-2026-FS-207,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-021853,Chitrakoot,AID-2026-FS-207,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023154,Rafah,AID-2026-FS-207,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024250,Diffa,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020006,Rafah,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016884,Rafah,AID-2026-SH-455,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011866,Rafah,AID-2026-DR-114,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002326,Rafah,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005984,Rafah,AID-2026-ED-512,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010958,Rafah,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025723,Rafah,AID-2026-FS-207,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-019206,Rafah,AID-2026-WS-618,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008711,Rafah,AID-2026-WS-618,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008984,Rafah,AID-2026-FS-207,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011669,Rafah,AID-2026-SH-455,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-002014,El Obeid,AID-2026-HL-330,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-020147,El Obeid,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025084,El Obeid,AID-2026-DR-114,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010304,El Obeid,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001128,El Obeid,AID-2026-ED-512,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017925,El Obeid,AID-2026-DR-114,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024599,El Obeid,AID-2026-ED-512,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011876,El Obeid,AID-2026-FS-207,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023217,El Obeid,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015729,El Obeid,AID-2026-DR-114,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-016663,El Obeid,AID-2026-HL-330,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018301,El Obeid,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023536,El Obeid,AID-2026-WS-618,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-018312,El Obeid,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022667,Kassala,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006277,Rafah,AID-2026-WS-618,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006764,Rafah,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008424,Rafah,AID-2026-HL-330,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024716,Rafah,AID-2026-FS-207,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-020182,Rafah,AID-2026-ED-512,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008332,Rafah,AID-2026-DR-114,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002673,Rafah,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020123,Rafah,AID-2026-WS-618,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-019032,Rafah,AID-2026-WS-618,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014656,Rafah,AID-2026-FS-207,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002387,Rafah,AID-2026-DR-114,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017517,Rafah,AID-2026-WS-618,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007319,Rafah,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017687,Chitrakoot,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002794,Chitrakoot,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023628,Chitrakoot,AID-2026-HL-330,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-004299,Chitrakoot,AID-2026-SH-455,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011505,Chitrakoot,AID-2026-FS-207,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021325,Chitrakoot,AID-2026-SH-455,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005637,Chitrakoot,AID-2026-HL-330,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011739,Chitrakoot,AID-2026-FS-207,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012913,Chitrakoot,AID-2026-FS-207,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001392,Chitrakoot,AID-2026-WS-618,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010139,Chitrakoot,AID-2026-FS-207,environment,group,TRUE,SYNTH_ADVERSARY_V1
BEN-024011,Chitrakoot,AID-2026-WS-618,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025440,Chitrakoot,AID-2026-HL-330,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018759,Chitrakoot,AID-2026-SH-455,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024652,Chitrakoot,AID-2026-WS-618,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-017858,Chitrakoot,AID-2026-SH-455,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015666,Chitrakoot,AID-2026-SH-455,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006846,Chitrakoot,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022231,Chitrakoot,AID-2026-SH-455,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001360,Chitrakoot,AID-2026-SH-455,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-004843,Chitrakoot,AID-2026-HL-330,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014946,Chitrakoot,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003823,Chitrakoot,AID-2026-DR-114,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017562,Chitrakoot,AID-2026-DR-114,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015558,Chitrakoot,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008134,Barabanki,AID-2026-FS-207,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018630,Barabanki,AID-2026-SH-455,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-023524,Barabanki,AID-2026-HL-330,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016202,Barabanki,AID-2026-FS-207,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007309,Barabanki,AID-2026-ED-512,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024970,Barabanki,AID-2026-FS-207,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016815,Barabanki,AID-2026-FS-207,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016638,Barabanki,AID-2026-SH-455,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020567,Rafah,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000312,Rafah,AID-2026-HL-330,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-007012,Rafah,AID-2026-HL-330,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-010674,Rafah,AID-2026-HL-330,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-009919,Rafah,AID-2026-DR-114,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011308,Rafah,AID-2026-FS-207,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022418,Rafah,AID-2026-SH-455,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006767,Rafah,AID-2026-ED-512,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-006372,Rafah,AID-2026-FS-207,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024485,Rafah,AID-2026-WS-618,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020724,Rafah,AID-2026-WS-618,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004794,El Obeid,AID-2026-HL-330,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025861,El Obeid,AID-2026-DR-114,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010810,El Obeid,AID-2026-ED-512,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022899,El Obeid,AID-2026-HL-330,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017082,El Obeid,AID-2026-WS-618,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000547,El Obeid,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020971,El Obeid,AID-2026-ED-512,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020368,El Obeid,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000709,Deir al-Balah,AID-2026-SH-455,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019861,Deir al-Balah,AID-2026-ED-512,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005229,Deir al-Balah,AID-2026-FS-207,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001571,Deir al-Balah,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005497,Deir al-Balah,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014112,Deir al-Balah,AID-2026-HL-330,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002036,Deir al-Balah,AID-2026-WS-618,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-009029,Kassala,AID-2026-ED-512,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003815,Kassala,AID-2026-DR-114,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014935,Kassala,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003331,Kassala,AID-2026-WS-618,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-003931,Kassala,AID-2026-SH-455,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-013654,Kassala,AID-2026-FS-207,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-010516,Kassala,AID-2026-WS-618,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006004,Kassala,AID-2026-HL-330,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023859,Kassala,AID-2026-ED-512,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-018202,Balrampur,AID-2026-SH-455,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-002666,Balrampur,AID-2026-HL-330,medical,group,TRUE,SYNTH_ADVERSARY_V1
BEN-023726,Balrampur,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024757,Balrampur,AID-2026-DR-114,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023384,Balrampur,AID-2026-SH-455,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006309,Balrampur,AID-2026-FS-207,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-025201,Balrampur,AID-2026-SH-455,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002099,Balrampur,AID-2026-ED-512,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011873,Balrampur,AID-2026-FS-207,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011978,Balrampur,AID-2026-HL-330,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017643,El Obeid,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018392,El Obeid,AID-2026-WS-618,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002139,El Obeid,AID-2026-DR-114,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002208,El Obeid,AID-2026-SH-455,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-009435,El Obeid,AID-2026-DR-114,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002732,El Obeid,AID-2026-FS-207,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016088,El Obeid,AID-2026-DR-114,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024438,Sitapur,AID-2026-WS-618,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017113,Sitapur,AID-2026-SH-455,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024360,Sitapur,AID-2026-SH-455,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000837,Sitapur,AID-2026-HL-330,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-010997,Sitapur,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008501,Sitapur,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004771,Sitapur,AID-2026-SH-455,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022140,Sitapur,AID-2026-SH-455,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010794,Wad Madani,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021567,Wad Madani,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013597,Wad Madani,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014361,Wad Madani,AID-2026-HL-330,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008162,Wad Madani,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023167,Wad Madani,AID-2026-HL-330,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025644,Wad Madani,AID-2026-SH-455,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005305,Wad Madani,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011781,Maradi,AID-2026-WS-618,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000664,Maradi,AID-2026-SH-455,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000279,Maradi,AID-2026-ED-512,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005790,Maradi,AID-2026-WS-618,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015445,Maradi,AID-2026-DR-114,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017168,Maradi,AID-2026-WS-618,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-006017,Sitapur,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002584,Maradi,AID-2026-DR-114,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007363,Maradi,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020334,Maradi,AID-2026-WS-618,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002872,Maradi,AID-2026-SH-455,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005139,Maradi,AID-2026-HL-330,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011594,Maradi,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010088,Gaza North,AID-2026-SH-455,medical,group,TRUE,SYNTH_ADVERSARY_V1
BEN-009996,Gaza North,AID-2026-ED-512,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005743,Gaza North,AID-2026-ED-512,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018529,Gaza North,AID-2026-DR-114,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020154,Gaza North,AID-2026-HL-330,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001459,Gaza North,AID-2026-FS-207,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023806,Gaza North,AID-2026-SH-455,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-018090,Gaza North,AID-2026-ED-512,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-009538,Gaza North,AID-2026-HL-330,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002260,Gaza North,AID-2026-WS-618,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008687,Kutupalong,AID-2026-SH-455,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015045,Kutupalong,AID-2026-SH-455,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012194,Kutupalong,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003990,Kutupalong,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004552,Kutupalong,AID-2026-FS-207,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017459,Kutupalong,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011858,Kutupalong,AID-2026-DR-114,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009810,Kutupalong,AID-2026-WS-618,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-022533,Kutupalong,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014174,Kutupalong,AID-2026-ED-512,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022542,Cox's Bazar,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025711,Cox's Bazar,AID-2026-FS-207,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-025959,Cox's Bazar,AID-2026-DR-114,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005416,Cox's Bazar,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013449,Cox's Bazar,AID-2026-WS-618,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017534,Cox's Bazar,AID-2026-HL-330,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013342,Cox's Bazar,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007679,Cox's Bazar,AID-2026-HL-330,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-020508,Cox's Bazar,AID-2026-ED-512,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020301,El Obeid,AID-2026-SH-455,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-025287,El Obeid,AID-2026-DR-114,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009355,El Obeid,AID-2026-WS-618,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008407,El Obeid,AID-2026-WS-618,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014092,El Obeid,AID-2026-FS-207,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013544,El Obeid,AID-2026-ED-512,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-002385,El Obeid,AID-2026-ED-512,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017197,El Obeid,AID-2026-WS-618,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-000758,El Obeid,AID-2026-ED-512,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-006744,El Obeid,AID-2026-FS-207,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011960,El Obeid,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013094,Kutupalong,AID-2026-HL-330,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007886,Kutupalong,AID-2026-DR-114,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014778,Kutupalong,AID-2026-HL-330,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-000457,Kutupalong,AID-2026-HL-330,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-019611,Kutupalong,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009409,Kutupalong,AID-2026-WS-618,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008187,Kutupalong,AID-2026-ED-512,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020994,Kutupalong,AID-2026-FS-207,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023837,Kutupalong,AID-2026-WS-618,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012996,Kutupalong,AID-2026-WS-618,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015546,Kutupalong,AID-2026-WS-618,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000451,Sitapur,AID-2026-WS-618,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-003075,Sitapur,AID-2026-FS-207,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-020280,Sitapur,AID-2026-SH-455,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-019541,Sitapur,AID-2026-DR-114,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018315,Sitapur,AID-2026-WS-618,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000978,Sitapur,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011129,Sitapur,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008405,Kutupalong,AID-2026-SH-455,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009903,Kutupalong,AID-2026-SH-455,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-003606,Kutupalong,AID-2026-HL-330,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002605,Kutupalong,AID-2026-HL-330,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-003254,Kutupalong,AID-2026-ED-512,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017001,Kutupalong,AID-2026-HL-330,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025165,Kutupalong,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013972,Kutupalong,AID-2026-ED-512,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-013210,Kutupalong,AID-2026-FS-207,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001620,Kutupalong,AID-2026-DR-114,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008852,Kutupalong,AID-2026-ED-512,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013398,Kutupalong,AID-2026-DR-114,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-025737,Kutupalong,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021225,Deir al-Balah,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003340,Deir al-Balah,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001698,Deir al-Balah,AID-2026-FS-207,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011993,Deir al-Balah,AID-2026-FS-207,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018579,Deir al-Balah,AID-2026-ED-512,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019134,Deir al-Balah,AID-2026-WS-618,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-020556,Deir al-Balah,AID-2026-ED-512,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014734,Kassala,AID-2026-HL-330,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002039,Kassala,AID-2026-ED-512,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-005539,Kassala,AID-2026-WS-618,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011511,Kassala,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014478,Kassala,AID-2026-FS-207,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005019,Kassala,AID-2026-WS-618,medical,household,TRUE,SYNTH_ADVERSARY_V1
