EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
010561851,APPOINTED TIME MINISTRIES INC,% BARNABAS B BATARSEH,6062 CHANNINGWAY BLVD,COLUMBUS,OH,43232-2901,1620,03,9,7000,196402,1,10,000000000,0,01,,0,0,06,0,12,,,,,
010562533,RLMVA INC,% JAMES M LEE,PO BOX 6128,VIRGINIA BCH,VA,23456-0128,0000,03,3,7000,200202,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,RIVER OF LIFE MINISTRIES
010562546,SHERMANS DALE COMMUNITY FIRE CO,% SHELBY A MINICH,5450 SPRING RD,SHERMANS DALE,PA,17090-8608,0000,03,3,1000,200303,1,16,000000000,1,01,202412,6,6,01,0,12,4631714,1421038,497756,M24,
010562583,ALAMANCE CHURCH OF CHRIST,% MAXINE WILLIAMS,342 MAPLE AVE,BURLINGTON,NC,27215-5851,0000,03,3,7000,200612,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010562613,MCLEAN HAMLET CITIZENS INC,% JOHN SHIVNEN,PO BOX 9672,MCLEAN,VA,22102-0672,0000,04,3,1000,200205,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,L50,
010562689,TRIANGLE LIGHTNING,% JAKKI SAWYER,PO BOX 161,WENDELL,NC,27591-0161,0000,03,3,2000,200202,1,16,000000000,1,01,202412,2,3,02,0,12,15322,43729,39610,N63,
010562898,SOLID UNION MINISTRIES INC,% WESLEY ROBERSON,3001 GOLD MINE RD,BROOKEVILLE,MD,20833-2619,0000,03,3,7000,200203,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010563040,SERVANTS HEART MINISTRIES,% JAMES FRY,422 SERVANTS HEART DR,RAMEY,PA,16671-1064,0000,03,3,1000,200306,1,16,000000000,1,01,202512,6,5,01,0,12,2485456,526849,526849,O55,FRY JAMES D
010563073,TREASURE HOUSE,,7607 MCKNIGHT RD,PITTSBURGH,PA,15237-3517,0000,03,3,1000,200207,1,16,000000000,1,01,202412,6,6,01,0,12,1521411,1166419,585023,P29,POWER SALLEY E TTEE
010563104,FRIENDSHIP AND COMMUNITY EXPERIENCING SUCCESS INC,% DERRICK MILES,2325 OSAGE AVE,LOUISVILLE,KY,40210-1113,0000,03,3,1200,201703,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,S31,
010563134,MANRESA ALHAMBRA HOUSE INC,% EDWARD PETERS,37895 ANN ARBOR RD,LIVONIA,MI,48150-4511,0000,02,3,1000,200303,2,00,000000000,1,01,202509,4,3,01,0,09,236719,39637,-10610,S47,
010563191,AQUATENNIAL AMBASSADOR ORGANIZATION,% K W KADAS,2001 KILLEBREW DRIVE,MINNEAPOLIS,MN,55425-1865,0000,03,3,1200,200304,1,15,000000000,1,01,202509,3,4,01,0,09,47329,180075,145356,O50,
010563200,C ELIZABETH RIEG PARENT TEACHER ORGANIZATION,,15542 PEACH WALKER DR,BOWIE,MD,20716-1412,0000,03,3,2000,201603,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,B94,
010564259,FREEMUSLIM ASSOCIATION INC,% MOHAMMAD AKHWAN,8116 LAKE PLEASANT DR,SPRINGFIELD,VA,22153-3009,0000,03,3,1000,200211,1,15,000000000,1,01,202512,4,4,01,0,12,151154,159287,159287,X40,
010564355,THE FOUNDATION FOR ENHANCING COMMUNITIES,% JENNIFER J DOYLE,200 N 3RD STREET,HARRISBURG,PA,17101-1585,0000,03,3,1000,200210,1,15,000000000,1,01,202512,9,8,01,0,12,161004830,27364268,17460737,P12,GREATER HARRISBURG FOUNDATION
010564426,RAMAH DAY CAMP INC,% RAMA,67 E MADISON ST STE 1905,CHICAGO,IL,60603-3010,0000,03,3,7100,200207,1,15,000000000,1,01,,0,0,13,0,09,,,,O50,
010564458,ENIS FURLEY FOUNDATION INC,% CORY LUEBBEHUSEN,2015 W SKYVIEW DR,JASPER,IN,47546-8214,0000,03,3,1000,200306,1,03,000000000,1,01,202412,6,4,00,1,12,1189808,427316,,N20,
010564605,CITY OF WARSAW EMPLOYEE BENEFIT TR,,102 S BUFFALO ST,WARSAW,IN,46580-2801,0000,09,3,1000,200410,2,00,000000000,1,01,,3,6,14,0,10,,,,E12,MAYOR TTEE
010564694,KNIGHTS OF COLUMBUS,% WALTER YIENGER,707 MAIDEN CHOICE LN APT 8G17,CATONSVILLE,MD,21228-4097,0188,08,9,1000,194010,1,00,036029265,5,01,202512,0,0,02,0,12,0,0,0,,13069 OUR LADY OF THE ANGELS COUNCL
010564704,CHURCH OF CHRIST HOLINESS USA INC,% DON E SMITH PASTOR,789 EDGEMONT AVE,INDIANAPOLIS,IN,46208-5524,0000,03,3,2700,200211,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,PHILLIPS JOSEPH
010564710,HOME IN HIM,% ERIC WALLACE,4013 ECHO RIDGE PL,MIDLOTHIAN,VA,23112-4748,0000,03,3,7000,200303,1,16,000000000,1,01,202512,2,4,01,0,12,12593,109232,109232,D20,
010564738,PENNSYLVANIA CITIZENS FOR BETTER LIBRARIES,% MARY BUECHLEY,6 PHILADELPHIA AVE,SHILLINGTON,PA,19607-2757,3626,03,9,1000,200006,1,16,000000000,5,01,,0,0,02,0,12,,,,B11,FRIENDS OF MIFFLIN COMMUNITY LIBRAR
010564909,LANDMARK CHRISTIAN CENTER,% ALLEN RICHARD JR,5377 NASSAR ST,FLINT,MI,48505-1064,0000,03,3,7120,201105,1,10,000000000,1,01,,0,0,06,0,10,,,,X21,
010565433,HOLY WISDOM ACADEMY,,3373 S 15TH PL,MILWAUKEE,WI,53215-5029,0928,03,9,1700,194603,1,10,031150120,5,01,,0,0,06,0,06,,,,,
010566047,UPPER ROOM EVANGELISTIC HOUSE OF PRAYER,% KENNETH S PINCKNEY,271 SAINT JULIAN DR,CROSS,SC,29436-3116,0000,03,3,7000,200212,1,10,000000000,1,01,,0,0,06,0,12,,,,X200,
010567315,GLENDALE-CHAPEL COMMUNITY CENTER INC,% CANDACE STANCIL,PO BOX 353,KENLY,NC,27542-0353,0000,03,3,1000,202403,1,15,000000000,5,01,202512,0,0,02,0,12,0,0,0,O99,
010567645,TEES CHAPEL FWB CHURCH,% BETTY JO HOLLOMAN,6434 BROGDEN RD,SMITHFIELD,NC,27577-7755,0000,03,3,7000,202205,1,10,000000000,5,01,,0,0,06,0,12,,,,X21,
010567661,ASIAN HUMAN SERVICES FAMILY HEALTH CENTER INC,% PAUL NAGPAL CFO,6301 N WESTERN AVE,CHICAGO,IL,60659-2009,0000,03,3,1000,200206,1,12,000000000,1,01,202506,8,8,01,0,06,31005836,16353540,16353540,E30,
010567940,CHURCH UNIVERSAL & TRUMPHANT,% ENID WILLARD,766 BRUNSWICK DR,ENON,OH,45323-1806,2669,03,9,7000,197511,1,10,001002029,5,01,,0,0,06,0,12,,,,,SUMMIT LIGHTHOUSE OF DAYTON
010568157,GO IN FAITH MINISTRIES CATHEDRAL INTERNATIONAL,% TOUCHED BY HIS HEALING HANDS,23300 PROVIDENCE DR APT 1006,SOUTHFIELD,MI,48075-3681,0000,03,3,7000,200206,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010568204,BEAL CITY JUNIOR HIGH FOOTBALL,% FRED STRAUS,758 W BASELINE RD,MT PLEASANT,MI,48858-9753,0000,03,3,1200,201607,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N65,
010568224,TAU MU SIGMA PHI USA FOUNDATION INC,% LEONCIO S DIZON MD,302 HARTCOURT AVE,JERSEYVILLE,IL,62052-2052,0000,03,3,2100,200204,1,16,000000000,1,01,202512,6,5,01,0,12,1548432,589315,589315,B60,
010568472,ROLLING THUNDER INC,% JAMES JOHNSON,PO BOX 1455,MEDINA,OH,44258-1455,3437,04,9,1000,199608,2,00,908000000,1,01,202512,0,0,02,0,12,0,0,0,,ROLLING THUNDER CHAPTER 8 OH
010568739,KOREAN AMERICAN FOUNDATION-GREATER WASHINGTON,% MYUNG HEE LEE,21326 DENIT ESTATES DR,BROOKEVILLE,MD,20833-1838,0000,03,3,1000,200306,1,15,000000000,1,01,202509,0,0,02,0,09,0,0,0,B05,
010569681,BRETHREN HERITAGE CENTER,% DUANE FLOR,428 N WOLF CREEK STREET SUITE H1,BROOKVILLE,OH,45309-1297,0000,03,3,1000,200206,1,15,000000000,1,01,202512,6,4,01,0,12,1229388,340398,163219,A23,
010569741,COOK AREA FRIENDS OF AVIATION,% RUSSELL HYPPA,PO BOX 625,COOK,MN,55723-0625,0000,03,3,2000,200512,1,15,000000000,1,01,202412,2,1,02,0,12,17511,249,249,S20,
010569867,RADIOTHERAPY SERVICE ENGINEERS ASSOCIATION,,465 FORUM PKWY,RURAL HALL,NC,27045-8927,0000,03,3,2000,200207,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,J03,
010570343,NORTH LINCOLN PARK NEIGHBORHOOD ASSOCIATION,% ELIZABETH NELSON,1330 N CAROLINA AVE NE,WASHINGTON,DC,20002-6424,0000,03,3,1000,200207,1,16,000000000,1,01,202602,0,0,02,0,02,0,0,0,C50,
010570937,LIBERTY ENGLISH COCKER SPANIEL FANCIERS INC,% LAUREN A SORRENTINO,1505 CARTER PL,WEST CHESTER,PA,19382-7763,0000,04,3,1000,201207,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,N50,
010571141,WAYNE COUNTY SPEECH AND LANGUAGE ASSOCIATION,% SUSAN OLESON,54155 BIRCHWOOD DR,SOUTH LYON,MI,48178-8007,0000,06,3,1000,201405,2,00,000000000,1,01,202508,0,0,02,0,08,0,0,0,S40,WCSLA
010571260,CATALYSIS CLUB OF PHILADELPHIA,% STEPHEN HARRIS,434 C0LDSPRING RUN,NEWARK,DE,19711-0000,0000,03,3,2100,200412,1,16,000000000,1,01,202508,0,0,02,0,08,0,0,0,,PHILADELPHIA CLUB
010571372,GANDHI MEMORIAL TR FUND NFP,% SURYAKANT BODIWALA,7219 N KARLOV AVE,LINCOLNWOOD,IL,60712-2012,0000,03,3,2100,200205,1,15,000000000,1,01,202512,1,0,02,0,12,1,0,0,A80,
010571388,KIMBALL SPORTS BOOSTER CLUB,,PO BOX 301,KIMBALL,MN,55353-0301,0000,03,3,1000,202304,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,O12,
010571840,MEDICA HOLDING COMPANY,% MARY QUIST,401 CARLSON PARKWAY CP 330,MINNETONKA,MN,55305-5359,0000,04,3,3000,201807,2,00,000000000,1,01,202412,9,9,01,0,12,586945448,161115814,156385778,W11,
010571875,RIVER OF LIFE COMMUNITY CHURCH,% JILL FRICK,120 S MAIN ST,CANTON,SD,57013-2243,2269,03,9,7000,197204,1,10,001059349,5,01,,0,0,06,0,12,,,,,
010572203,CHESAPEAKE PRESBYTERY,% REV DON DOVE,440 DARLINGTON RD,HVRE DE GRACE,MD,21078-1014,8534,03,9,7000,197404,0,10,001000000,1,01,,0,0,06,0,12,,,,,
010572325,SPRINGTIME OF HOPE,% JOSEPH MONTANA,PO BOX 742,AKRON,OH,44309-0742,0000,03,3,7100,200203,1,15,000000000,1,01,202505,4,3,01,0,05,170589,86527,86527,X22,
010572370,PHI BETA KAPPA SOCIETY,% BOSTON ASSOCIATION - PBK SOCIETY,1606 NEW HAMPSHIRE AVE NW,WASHINGTON,DC,20009-2512,1130,03,9,2000,195106,1,16,059000000,5,01,202507,0,0,02,0,07,0,0,0,,BOSTON ASSOCIATION
010572406,RADCLIFT INC,% PRISCILLA MURRELL,23530 RADCLIFT ST,OAK PARK,MI,48237-2481,0000,03,3,1000,200205,1,15,000000000,1,01,202509,4,6,01,0,09,242000,1033708,1033708,P82,
010572607,NEW RICHLAND AREA HISTORICAL SOCIETY,% BARB WILDGRUBE,PO BOX 98,NEW RICHLAND,MN,56072-0098,0000,03,3,1200,201410,1,15,000000000,5,01,202512,0,0,02,0,12,0,0,0,A99,
010572684,MASJID ASSUNNAH,% CHERIF ELMEDDAH,539 LOWELL AVE APT 6,CINCINNATI,OH,45220-2337,0000,03,3,7000,200208,1,10,000000000,1,01,,0,0,06,0,06,,,,,
010573167,CAMDEN FOOD PANTRY,% MICHAEL MCLAIN,124 PINE ST,CAMDEN,NC,27921-6922,0000,03,3,1000,200302,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,K31,
010573723,V F W POST 34 CANTEEN INC,% MARTIN SARGENT,505 N 4TH ST,NEWPORT,PA,17074-7210,0000,07,0,1000,000000,0,00,000000000,0,01,202412,3,4,01,0,12,53270,460627,275469,,VFW HOME ASSOCIATION
010573817,YORK AREA MOUNTAIN BIKERS ASSOCIATION,% DANIEL WALKO,43 VIRGINIA AVE,SHREWSBURY,PA,17361-1910,0000,07,3,1000,201311,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,N50,
010573988,ARTS IMPACT INCORPORATED,,3311 PERKINS AVE STE 300,CLEVELAND,OH,44114-4642,0000,03,3,1000,200310,1,16,000000000,1,01,202508,4,5,01,0,08,277715,957952,957952,A62,
010574092,ASSOCIATION OF RICHMOND TENNIS PROFESSIONALS,% MARK BERNSTINE,1703 RAINTREE DR,RICHMOND,VA,23238-4219,0000,03,3,1000,201507,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N66,
010574693,FRIENDS OF OHIO BARNS INC,% LAURA SAEGER,PO BOX 203,BURBANK,OH,44214-0203,0000,03,3,1000,200307,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A80,
010574830,NCC NEUMANN SENIOR HOUSING CORPORATION,% THEODORE ROBB,236 S 7TH ST,PHILADELPHIA,PA,19106-3521,0000,03,3,1000,200205,1,15,000000000,1,01,202412,7,6,01,0,12,8424750,1037430,1037430,L22,
010575217,WORLD REFORMED FELLOWSHIP INC,% CORNERSTONE PRESBYTERIAN CHURCH,PO BOX 1346,YORK,PA,17405-1346,0000,03,3,1000,200307,1,10,000000000,1,01,,3,4,06,0,06,,,,X032,
010575256,PLAP INC,% STEVE FINDLAY,4465 N LAKE RD,W FARMINGTON,OH,44491-9743,0000,04,3,1000,201201,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,N50,
010575698,COLUMBUS FREE CLINIC,% CHRIS BROOKS,2231 N HIGH ST,COLUMBUS,OH,43201-1101,0000,03,3,1000,200602,1,15,000000000,5,01,202503,4,4,01,0,03,292481,130212,130212,E32,
010575722,CHRIST DEAF LUTHERAN CHURCH,% RONALD FRIEDRICH,9545 GEORGIA AVE,SILVER SPRING,MD,20910-1438,1709,03,9,7000,194107,1,10,001029000,5,01,,0,0,06,0,12,,,,,
010575746,SAINT GIANNAS HOME INC,% MARY PAT JAHNER,15605 COUNTY ROAD 15,MINTO,ND,58261-9476,0000,03,3,1200,200207,1,15,000000000,1,01,202512,6,6,01,0,12,2318420,1125483,1125483,P40,
010575752,MY FATHERS HOUSE,% KAREN BURCH,737 ROCHELLE ARCH,VIRGINIA BCH,VA,23464-2814,1619,03,9,7000,000000,0,10,001030059,5,01,,0,0,06,0,12,,,,,
010576206,MOUNT HOPE MISSIONARY BAPTIST CHURCH,% JAMES HAMPTON,1222 W 79TH ST APT 209,CHICAGO,IL,60620-3707,0000,03,3,7000,200611,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010576218,FRIENDS OF THE GLADWIN COUNTY LIBRARIES,% EDWARD CURTINDALE,402 JAMES ROBERTSON DR,GLADWIN,MI,48624-7010,0000,03,3,1000,200207,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,B11,
010576572,AMERICAN ASSOCIATION OF PHYSICISTS IN MEDICINE,% AAPM,1631 PRINCE ST,ALEXANDRIA,VA,22314-2818,5413,03,9,2800,200909,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,,CONNECTICUT AREA
010576629,TRINITY NORTH PARENT CLUB,% ALLEN LISA,225 MIDLAND DR,WASHINGTON,PA,15301-1461,0000,03,3,2000,200207,1,15,000000000,5,01,202506,3,3,01,0,06,65422,67955,30516,B94,
010576963,LA PLATA CHURCH OF CHRIST,% WILLIAM L NEEL,PO BOX 928,LA PLATA,MD,20646-0928,0000,03,3,7000,200206,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010577003,LAWRENCE COUNTY ARTS COUNCIL,% JOHN CLARK,PO BOX 127,LAWRENCEVILLE,IL,62439-0127,0000,03,3,1000,200207,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A70,
010577111,CHIN BAPTIST MISSION CHURCH,% REV DR C DUH KAM,5604 JOHNNYCAKE RD,GWYNN OAK,MD,21207-4743,1961,03,9,7000,196811,1,10,029000000,5,01,202512,6,6,06,0,12,2879761,1131273,1131273,,
010577218,GREATER FAITH TEMPLE APOSTOLIC ORIGINAL HOLY CHURCH OF GOD INC,% MARGARET A BARNETT,1186 OAK ST,COLUMBUS,OH,43205-1416,0000,03,3,7000,200406,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010577615,LITTLE LEAGUE BASEBALL INC,% DISTRICT ADMINISTRATOR,1621 POINCARE BND,VIRGINIA BCH,VA,23454-6926,3158,03,9,1000,196701,1,15,321059000,1,01,202509,0,0,02,0,09,0,0,0,,3460800 ANDREW ADLER
010577711,NEW BEDFORD BAPTIST CHURCH INC,% JURSHWAY JACKSON,PO BOX 160158,BOILING SPGS,SC,29316-0004,0000,03,3,7000,200209,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010577728,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% KAREN MICHE JOHNSON,205 N MICHIGAN AVE STE 2100,CHICAGO,IL,60601-5958,1381,05,9,3000,195708,2,00,263264279,5,01,202412,0,0,02,0,12,0,0,0,J40,L2871IL CLEARBROOK EPMLOYEES
010578410,CATOCTIN LAND TRUST INC,% SAMUEL T CASTLEMAN III,365 W PATRICK ST,FREDERICK,MD,21701-4854,0000,03,3,2100,200211,1,15,000000000,1,01,202506,5,5,01,0,06,714402,593170,530672,C34,
010578476,BRANDYWINE SCHOOL OF EARLY LEARNING INC,,751 E LANCASTER AVE,DOWNINGTOWN,PA,19335-3326,0000,03,3,2000,200209,1,11,000000000,1,01,202506,4,4,01,0,06,104151,283487,283487,B20,
010579071,CITY CHURCHES,% DOUGLAS BERGSMA,3233 10 MILE RD NE,ROCKFORD,MI,49341-9844,0000,03,3,7120,200210,1,10,000000000,1,01,201012,0,0,06,0,12,,,,X202,
010579122,ALPHA KAPPA PSI FRATERNITY INC,% MCKAYLA BEAL,8001 E 196TH ST,NOBLESVILLE,IN,46062-9091,8265,07,9,1000,199811,2,00,034000000,5,01,202506,0,0,02,0,06,0,0,0,,OMICRON SIGMA
010579492,LATTER RAIN MISSION INTERNATIONAL,% FREDERIK J LEROUX,9348 75TH ST N,STILLWATER,MN,55082-9288,0000,03,3,1000,200206,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010579796,AMERICA ABROAD MEDIA,% AARON LOBEL,1701 PENNSYLVANIA AVENUE NORTH,WASHINGTON,DC,20006-5805,0000,03,3,1000,200206,1,15,000000000,1,01,202512,2,5,01,0,12,19347,551300,551300,A34,
010579900,IOWA COMMERCIAL REAL ESTATE ASSOCIATION,% SUE CLARK,PO BOX 71334,CLIVE,IA,50325-0334,0000,06,3,2000,201312,2,00,000000000,1,01,202510,3,3,01,0,10,71955,62090,42875,S46,
010580274,LIVING WORD GLOBAL OUTREACH MINISTRIES,% GLORIA SELLERS,16124 PLYMOUTH DR,PLYMOUTH,IL,60428-4733,0000,03,3,7210,200505,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010580528,CONCERTS BY THE BAY INC,% MICHAEL REED,PO BOX 355,NORTH,VA,23128-0355,0000,03,3,1000,200208,1,15,000000000,1,01,202605,0,0,02,0,05,0,0,0,A68,
010580596,TALBOT COMMUNITY CONNECTIONS INC,% KETTERMAN KAREN,PO BOX 2615,EASTON,MD,21601-8950,0000,03,3,1000,200205,1,15,000000000,1,01,202506,2,2,02,0,06,14053,23760,23760,P112,
010581008,ABUNDANT GRACE HOLINESS CHURCH OF THE APOSTOLIC FAITH INC,% JAMES R POWELL JR,PO BOX 10774,GOLDSBORO,NC,27532-0774,0000,03,3,7000,200712,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010581417,SAVE A YORKIE RESCUE,% KATHLEEN MOORE,1702 W ALLEN ST 602,ALLENTOWN,PA,18104-5023,0000,03,3,1400,200601,1,15,000000000,1,01,202412,4,4,01,0,12,350421,128386,120568,D20,
010581479,NORTHERN LIGHT OUTREACH CENTER,% JEAN DONNER,1829 E 34TH ST N,SIOUX FALL,SD,57104-5432,0000,03,3,1000,200211,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010582200,KENTUCKY PAINT HORSE CLUB,% TRACIE DUNN,PO BOX 1177,VERSAILLES,KY,40383-5177,0000,05,3,1000,201110,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,K26,
010582339,NEW LEVEL SPORTS,,400 MICHIGAN AVE W,BATTLE CREEK,MI,49037-2343,0000,03,3,1000,200203,1,15,317000000,1,01,202412,6,6,01,0,12,1822954,1524232,1524232,O50,
010582377,GENESEE COUNTY COGIC ALLIANCE,% LAMARR GRIGGS,PO BOX 431,FLINT,MI,48501-0431,0000,03,3,1000,202109,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P99,
010582384,ST STEPHEN BAPTIST CHURCH,% RUSSELL E MEDLEY,PO BOX 4095,STAR CITY,WV,26504-4095,0000,03,3,7000,200502,1,10,000000000,1,01,202212,0,0,06,0,12,0,0,0,X20,
010582722,316 LOVE CHURCH INC,% THUONG L NGUYEN,6333 AUBURN AVE,RIVERDALE,MD,20737-1612,0000,03,3,7000,200305,1,10,000000000,1,01,202512,5,4,06,0,12,660121,119564,119564,X21,
010582986,JOHNSTON GIRLS SOFTBALL ASSOCIATION,,PO BOX 322,JOHNSTON,IA,50131-0322,0000,03,3,2100,201408,1,16,000000000,1,01,202412,4,4,01,0,12,196389,209965,209104,N62,
010583325,KIDS SOAR,,3591 WINDSOR RD SW,ROANOKE,VA,24018-2047,0000,03,3,2500,200307,1,15,000000000,1,01,202306,3,4,01,0,06,44844,388901,388901,P30,
010583554,NEW LEVEL CHURCH,,400 MICHIGAN AVE W,BATTLE CREEK,MI,49037-2343,0000,03,3,7000,200203,1,10,000000000,1,01,,0,0,06,0,10,,,,X21,PHILLIPS F HILDA
010583568,NURMI FAMILY FOUNDATION,% JENNIFER SHOOP,8127 RIVER RD,BETHESDA,MD,20817-3410,0000,03,3,1000,200203,1,04,000000000,1,01,202512,6,6,00,1,12,1495101,1121487,,T22,NURMI THOMAS D PRES
010583866,OBSCURE ORGANIZATION,% RICHARD L BULLINGTON MCGUIRE,300 S JACKSON ST,ARLINGTON,VA,22204-1737,0000,03,3,2000,200305,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B99,
010584317,BANGLADESH HINDU CULTURAL ORGANIZATION,,2376 GRAYLING ST,HAMTRAMCK,MI,48212-3660,0000,03,3,1700,200306,1,10,000000000,5,01,,0,0,06,0,12,,,,X70,DUTTA HARI PRESIDENT
010584442,AMERICAN LEGION AUXILIARY,% AUDREY FARNSWORTH,512 MAPLEBROOK DR NE,STEWARTVILLE,MN,55976-1675,0964,19,9,1000,194610,2,00,319907000,5,01,202509,0,0,02,0,09,0,0,0,,0164 IVAN STRINGER
010585106,THE INSTITUTE FOR DYNAMIC LIVING INC,,4852 WOLFE RD,RICHMOND,IN,47374-9638,0000,03,3,1200,200206,1,04,000000000,1,01,202412,2,2,00,1,12,10712,10102,,T22,BETTER LIFE WELLNESS CENTER
010585125,WARREN,,128 W 15TH ST,FRONT ROYAL,VA,22630-3612,2573,03,9,7100,197410,1,10,001919000,5,01,,0,0,06,0,12,,,,,
010585619,MICHIGAN STATE UNIVERSITY,% DIONE OLIVER,603 S ELEVENTH AVE,ALPENA,MI,49707-2645,5933,03,9,2000,201305,1,15,000000000,1,01,202508,0,0,02,0,08,0,0,0,O52,ALPENA COUNTY 4-H COUNCIL
010586267,CENTRAL YORK LACROSSE CLUB,% KAREN FORSYTHE,2520 HEPPLEWHITE DR,YORK,PA,17404-1216,0000,03,3,1000,201807,1,16,000000000,5,01,202512,0,0,02,0,12,0,0,0,N60,
010586454,FULL SPECTRUM FARMS INC,% CONCEPT HR,1185 WAYEHUTTA RD,CULLOWHEE,NC,28723-8209,0000,03,3,2000,200209,1,15,000000000,1,01,202506,5,4,01,0,06,840688,109231,109231,P82,
010586704,BUCKS COUNTY TENNIS ASSOCIATION,% LAURA CANFIELD,11 BELLWOOD DR,LANGHORNE,PA,19053-7216,0000,03,3,1200,200210,1,15,000000000,1,01,202412,4,4,01,0,12,357383,156196,156196,N66,
010586840,UNICORN RESEARCH FOUNDATION,% LYDIA DEMSKI,PO BOX 470,ST JOSEPH,MI,49085-0470,0000,03,3,1000,200206,1,03,000000000,1,01,202512,3,1,00,1,12,54767,1,,K26,
010586877,YIELD INC,% YIELD INCORPORATED,PO BOX 1893,GARNER,NC,27529-1893,0000,03,3,2100,200205,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,O20,
010586902,LAWRENCE JEFFERSON CONDO ASSOCIATION,% ANNA DOMANSKI,5830-5832 W LAWRENCE AVE,CHICAGO,IL,60630-3249,0000,04,3,1000,201302,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,S22,
010587225,BRUNSWICK FOURSQUARE CHURCH,,PO BOX 399,BRUNSWICK,OH,44212-0399,1061,03,9,7000,194910,1,10,325059927,5,01,,0,0,06,0,12,,,,,
010587421,SERVANT MINISTRIES,% REV RICHARD DAVID WHITTINGTON,PO BOX 15,MILLERS CREEK,NC,28651-0015,0000,03,3,1700,200205,1,15,000000000,1,01,202512,2,3,02,0,12,20046,25817,25817,X20,
010587620,ABUNDANT FAITH MINISTRIES,,PO BOX 181,LANGDON,ND,58249-0181,2763,03,9,7000,197707,1,10,000000000,0,01,,0,0,06,0,04,,,,,REV LINWOOD W HEIRONIMUS JR
010587668,VISHWA JAGRATI MISSION OF NORTH AMERICA,% PRAVEEN VERMA,92 MADELINE CIR,SCHAUMBURG,IL,60173-6573,0000,03,3,1000,200208,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,X70,
010587702,BODIOGRAPHY CONTEMPOARY BALLET,% MARIA CARUSO,5824 FORBES AVE STE 3,PITTSBURGH,PA,15217-1622,0000,03,3,2000,200207,1,16,000000000,1,01,202512,3,3,01,0,12,25524,62245,62245,A63,
010587803,FIRST BAPTIST CHURCH OF CAPITOL HEIGHTS,% REV HAROLD DUGGER,6 CAPITOL HEIGHTS BLVD,CAPITOL HGTS,MD,20743-6214,1601,03,9,7000,196310,1,10,029002000,5,01,,0,0,06,0,12,,,,,KENNETH HARRIS
010587869,BUTTERFIELD SUMMER SIZZLERS,% BARB MATHISTAD WARNER,PO BOX 166,BUTTERFIELD,MN,56120-0166,0000,03,3,1000,200208,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,N31,
010588015,DELAWARE TOWNSHIP FIREMENS RELIEF ASSOCIATION,% RALPH V PANNEBAKER,224 E SALEM RD,MIFFLINTOWN,PA,17059-7699,0000,04,3,3000,200202,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,Y99,
